produto;valor_unitario;quantidade;data_venda;codigo_venda;id_loja
Impressora;4759.62;9;2024-10-02;VND107818;101
Monitor;3438.02;6;2024-07-03;VND107819;103
Teclado;4889.41;3;2024-06-05;VND107820;105
Monitor;484.39;5;2024-10-25;VND107821;105
Teclado;983.9;1;2024-05-02;VND107822;102
Teclado;1337.9;2;2024-12-05;VND107823;101
Impressora;779.84;5;2025-03-01;VND107824;104
Mesa Escritório;2325.3;4;2024-08-29;VND107825;105
Pendrive;1413.37;8;2024-06-23;VND107826;101
Mouse;3953.45;9;2025-03-02;VND107827;102
Webcam;2120.46;8;2025-01-20;VND107828;103
Pendrive;805.43;2;2024-05-09;VND107829;101
Impressora;4878.84;3;2024-12-02;VND107830;103
Headset;2869.15;4;2025-02-25;VND107831;103
Mouse;3774.02;10;2024-09-05;VND107832;104
Mesa Escritório;839.6;8;2025-02-06;VND107833;102
Notebook;4746.19;9;2024-05-28;VND107834;102
Headset;1684.89;5;2024-09-05;VND107835;102
Webcam;3031.53;9;2024-05-02;VND107836;104
Impressora;3533.81;7;2024-11-12;VND107837;105
Cadeira Gamer;1711.48;8;2024-10-27;VND107838;104
Webcam;4544.81;7;2025-02-12;VND107839;103
Notebook;2665.97;1;2024-11-29;VND107840;105
Monitor;2122.81;6;2024-06-14;VND107841;104
Headset;3237.88;10;2025-01-05;VND107842;104
Impressora;4085.21;2;2024-06-10;VND107843;105
Mouse;3585.97;10;2024-11-28;VND107844;101
Webcam;1270.92;9;2024-05-20;VND107845;101
Pendrive;1664.47;4;2024-10-17;VND107846;104
Pendrive;618.53;2;2024-11-25;VND107847;102
Cadeira Gamer;221.99;2;2024-03-24;VND107848;103
Mouse;61.37;5;2024-10-20;VND107849;102
Cadeira Gamer;761.81;6;2025-03-04;VND107850;104
Monitor;2760.61;7;2024-05-23;VND107851;102
Teclado;320.9;2;2024-09-09;VND107852;101
Cadeira Gamer;4473.31;1;2024-11-05;VND107853;103
Mouse;1603.33;8;2024-07-02;VND107854;103
Headset;3699.92;8;2024-06-02;VND107855;101
Pendrive;1927.87;5;2025-01-07;VND107856;105
Notebook;875.35;2;2024-06-07;VND107857;101
Teclado;4073.73;9;2025-02-20;VND107858;101
Monitor;4974.27;5;2024-06-15;VND107859;103
Mesa Escritório;3254.7;7;2024-12-17;VND107860;103
Pendrive;2538.5;5;2024-08-22;VND107861;104
Pendrive;2768.8;4;2024-06-14;VND107862;104
Mesa Escritório;3253.59;4;2024-07-21;VND107863;102
Webcam;2324.67;2;2024-08-28;VND107864;103
Mouse;3330.93;4;2024-07-19;VND107865;101
Teclado;4149.63;2;2025-03-15;VND107866;104
Pendrive;2544.32;10;2024-10-22;VND107867;101
Mesa Escritório;442.87;9;2024-10-30;VND107868;104
Impressora;2208.29;7;2025-02-18;VND107869;101
Impressora;475.76;2;2024-07-25;VND107870;105
Mesa Escritório;1437.06;5;2024-08-07;VND107871;101
Teclado;2719.34;6;2024-07-06;VND107872;103
Headset;321.63;8;2024-11-27;VND107873;104
Mesa Escritório;638.48;3;2024-10-14;VND107874;102
Teclado;1660.94;5;2024-09-26;VND107875;103
Impressora;2543.42;10;2024-12-22;VND107876;105
Headset;810.08;1;2024-03-21;VND107877;101
Webcam;1441.82;7;2024-08-10;VND107878;105
Webcam;216.43;3;2025-02-08;VND107879;103
Mesa Escritório;4313.61;1;2024-09-05;VND107880;104
Webcam;4935.96;8;2025-02-08;VND107881;103
Impressora;2946.74;6;2024-10-19;VND107882;101
Teclado;4594.73;10;2025-02-26;VND107883;101
Monitor;2511.24;10;2024-12-05;VND107884;101
Monitor;3200.08;9;2024-07-11;VND107885;103
Notebook;1537.19;4;2025-01-05;VND107886;102
Teclado;3895.42;1;2024-12-01;VND107887;105
Webcam;4185.68;2;2024-10-05;VND107888;103
Webcam;393.81;2;2024-04-30;VND107889;105
Mouse;164.36;3;2024-10-01;VND107890;103
Mouse;3588.24;3;2024-03-21;VND107891;102
Webcam;2790.14;5;2025-03-12;VND107892;101
Notebook;4882.35;7;2024-09-18;VND107893;103
Mesa Escritório;1293.26;3;2024-04-03;VND107894;103
Teclado;214.03;5;2025-02-18;VND107895;103
Webcam;3796.88;9;2024-05-26;VND107896;102
Webcam;3343.38;6;2024-09-16;VND107897;102
Impressora;69.53;7;2024-10-14;VND107898;101
Monitor;336.04;1;2024-10-23;VND107899;105
Webcam;2069.66;7;2024-03-30;VND107900;103
Headset;2690.5;9;2024-05-01;VND107901;102
Cadeira Gamer;899.96;2;2024-07-29;VND107902;105
Headset;4702.15;9;2024-07-26;VND107903;103
Monitor;4984.93;3;2024-12-16;VND107904;103
Notebook;646.27;3;2024-07-01;VND107905;101
Cadeira Gamer;2862.77;1;2024-07-06;VND107906;105
Cadeira Gamer;2470.35;2;2024-09-20;VND107907;103
Impressora;1965.77;8;2024-07-01;VND107908;104
Mesa Escritório;3682.31;2;2024-11-06;VND107909;102
Headset;3882.29;3;2024-05-18;VND107910;105
Notebook;2643.89;1;2024-12-23;VND107911;103
Pendrive;2218.15;10;2024-11-16;VND107912;102
Impressora;884.56;6;2024-10-11;VND107913;103
Monitor;4899.28;2;2024-08-15;VND107914;102
Mesa Escritório;2095.46;1;2025-02-21;VND107915;103
Teclado;4999.86;10;2025-02-02;VND107916;104
Headset;2818.61;3;2024-11-13;VND107917;101
Headset;4422.11;9;2024-10-25;VND107918;104
Teclado;4842.89;3;2025-02-23;VND107919;102
Pendrive;707.66;2;2024-08-05;VND107920;105
Webcam;3134.34;8;2024-05-10;VND107921;103
Cadeira Gamer;3780.98;6;2025-01-14;VND107922;102
Monitor;1799.91;5;2024-08-09;VND107923;102
Mesa Escritório;1808.1;9;2025-01-12;VND107924;105
Webcam;1153.58;5;2024-09-29;VND107925;101
Webcam;1809.38;9;2024-12-05;VND107926;102
Webcam;1930.07;3;2024-11-17;VND107927;103
Headset;4499.86;4;2024-03-27;VND107928;102
Headset;161.48;7;2024-09-22;VND107929;101
Impressora;1489.16;2;2024-12-31;VND107930;102
Impressora;148.56;1;2024-04-20;VND107931;103
Mesa Escritório;2395.44;10;2024-04-17;VND107932;105
Mouse;2493.65;9;2024-06-09;VND107933;104
Webcam;1233.78;10;2024-12-22;VND107934;102
Webcam;4981.61;1;2024-03-17;VND107935;104
Mouse;1957.87;8;2024-03-18;VND107936;104
Webcam;462.54;9;2024-07-09;VND107937;103
Mesa Escritório;2964.09;7;2024-10-07;VND107938;103
Notebook;1249.16;8;2025-03-14;VND107939;105
Webcam;335.02;1;2024-07-08;VND107940;102
Impressora;564.03;1;2024-10-30;VND107941;103
Webcam;3422.82;6;2024-10-22;VND107942;104
Teclado;4348.32;3;2024-04-14;VND107943;104
Mesa Escritório;3710.27;9;2024-08-08;VND107944;101
Mouse;4494.68;3;2024-08-23;VND107945;101
Notebook;1289.13;3;2025-01-09;VND107946;104
Teclado;1936.31;6;2024-03-18;VND107947;101
Headset;2039.07;9;2024-12-30;VND107948;103
Notebook;900.87;2;2025-01-20;VND107949;103
Notebook;2971.64;7;2024-04-22;VND107950;105
Notebook;506.68;10;2024-09-05;VND107951;102
Pendrive;4010.62;5;2024-11-14;VND107952;102
Notebook;2100.41;6;2025-02-09;VND107953;104
Headset;3669.15;9;2025-03-15;VND107954;102
Mouse;4979.18;2;2024-06-25;VND107955;102
Impressora;1641.32;10;2024-08-25;VND107956;104
Cadeira Gamer;891.58;4;2025-01-05;VND107957;104
Webcam;3473.61;3;2024-09-25;VND107958;103
Teclado;2368.85;1;2024-11-07;VND107959;104
Notebook;1133.32;7;2025-01-12;VND107960;103
Notebook;3690.89;6;2024-09-22;VND107961;101
Notebook;3563.43;2;2024-08-15;VND107962;101
Mouse;2439.29;8;2024-08-20;VND107963;104
Pendrive;4607.09;1;2024-06-22;VND107964;105
Mouse;1200.58;8;2024-08-12;VND107965;103
Pendrive;165.25;9;2024-08-06;VND107966;105
Mesa Escritório;2978.64;10;2025-02-11;VND107967;101
Headset;3693.56;10;2024-07-23;VND107968;103
Cadeira Gamer;1078.65;4;2024-03-20;VND107969;103
Pendrive;4924.87;1;2025-01-30;VND107970;105
Teclado;3100.24;4;2024-10-13;VND107971;104
Monitor;1167.55;8;2024-07-19;VND107972;105
Impressora;3206.96;5;2024-10-26;VND107973;101
Webcam;142.6;10;2024-09-11;VND107974;102
Mouse;4672.1;4;2024-07-05;VND107975;105
Webcam;4737.07;6;2025-03-05;VND107976;101
Mouse;3391.45;2;2025-02-19;VND107977;101
Mesa Escritório;3296.21;3;2024-08-11;VND107978;105
Pendrive;2826.42;10;2024-05-17;VND107979;102
Pendrive;4263.16;10;2024-11-17;VND107980;105
Cadeira Gamer;4530.32;8;2025-02-11;VND107981;103
Monitor;713.31;4;2024-12-28;VND107982;102
Teclado;4630.4;3;2024-07-13;VND107983;101
Impressora;4724.7;9;2024-05-08;VND107984;101
Cadeira Gamer;1500.03;7;2025-01-18;VND107985;104
Monitor;2415.45;5;2024-06-21;VND107986;104
Headset;549.94;8;2024-12-25;VND107987;103
Mesa Escritório;143.81;7;2024-03-27;VND107988;105
Notebook;3801.73;3;2024-07-31;VND107989;101
Pendrive;2662.46;4;2024-12-07;VND107990;105
Webcam;2417.9;5;2024-04-03;VND107991;105
Pendrive;4746.21;9;2025-02-13;VND107992;104
Headset;2594.31;3;2024-04-12;VND107993;105
Mesa Escritório;1882.32;1;2024-06-14;VND107994;101
Monitor;1159.15;9;2025-02-02;VND107995;104
Cadeira Gamer;976.42;1;2024-10-07;VND107996;103
Mouse;784.91;3;2024-06-17;VND107997;102
Webcam;1636.9;10;2024-04-13;VND107998;104
Cadeira Gamer;4711.41;1;2025-01-16;VND107999;101
Impressora;4013.06;6;2024-10-17;VND108000;104
Mouse;2581.59;4;2024-06-15;VND108001;102
Pendrive;106.2;2;2024-10-23;VND108002;105
Headset;1701.36;2;2024-10-04;VND108003;103
Notebook;3872.8;2;2024-06-29;VND108004;102
Impressora;3326.27;9;2024-09-09;VND108005;102
Headset;882.49;4;2025-02-28;VND108006;103
Mesa Escritório;2854.08;6;2024-09-13;VND108007;103
Mouse;4288.35;9;2024-09-19;VND108008;104
Pendrive;2106.88;10;2024-03-21;VND108009;101
Pendrive;2712.06;1;2024-08-25;VND108010;101
Mesa Escritório;2436.72;8;2025-01-02;VND108011;101
Teclado;4696.45;10;2024-10-27;VND108012;105
Notebook;4870.0;8;2024-12-26;VND108013;101
Headset;756.36;4;2024-07-29;VND108014;102
Teclado;4125.98;4;2024-04-03;VND108015;105
Cadeira Gamer;3510.31;1;2024-05-10;VND108016;101
Pendrive;2571.43;10;2024-07-20;VND108017;105
Headset;2144.17;3;2024-03-23;VND108018;104
Mesa Escritório;1580.91;5;2025-01-03;VND108019;101
Notebook;4019.42;1;2025-01-15;VND108020;102
Mesa Escritório;2570.89;1;2024-05-31;VND108021;104
Mesa Escritório;2981.4;1;2024-09-02;VND108022;103
Notebook;968.59;6;2024-05-31;VND108023;105
Mouse;2268.6;8;2024-11-16;VND108024;105
Mouse;3731.6;9;2025-01-30;VND108025;105
Teclado;2749.87;7;2024-05-11;VND108026;103
Pendrive;3800.91;2;2024-06-02;VND108027;101
Headset;85.1;3;2024-11-06;VND108028;101
Webcam;2751.97;3;2024-03-23;VND108029;105
Mouse;4250.34;1;2024-06-29;VND108030;103
Teclado;446.05;1;2024-05-23;VND108031;104
Mesa Escritório;4591.21;1;2025-02-01;VND108032;103
Pendrive;806.65;9;2024-09-10;VND108033;104
Monitor;330.61;3;2024-07-11;VND108034;104
Pendrive;4339.78;7;2024-03-29;VND108035;103
Cadeira Gamer;3881.51;2;2024-11-17;VND108036;103
Headset;2130.34;7;2025-01-13;VND108037;103
Notebook;1153.07;4;2025-03-12;VND108038;104
Mouse;4078.14;4;2025-02-16;VND108039;104
Notebook;588.9;3;2024-10-30;VND108040;103
Mouse;140.37;1;2024-11-01;VND108041;102
Cadeira Gamer;3221.36;2;2025-01-08;VND108042;105
Mouse;4073.76;7;2024-11-21;VND108043;104
Cadeira Gamer;4996.27;10;2024-03-24;VND108044;105
Cadeira Gamer;2657.11;4;2024-07-09;VND108045;101
Teclado;220.43;4;2024-09-15;VND108046;102
Webcam;3009.67;2;2024-06-23;VND108047;103
Impressora;1435.14;2;2024-10-31;VND108048;105
Webcam;511.81;7;2024-05-05;VND108049;104
Headset;1368.23;2;2024-12-05;VND108050;105
Teclado;507.56;3;2024-10-11;VND108051;101
Pendrive;3336.86;7;2024-03-26;VND108052;103
Headset;4926.38;7;2024-05-15;VND108053;104
Headset;2150.47;7;2025-01-18;VND108054;103
Headset;940.58;2;2024-08-15;VND108055;102
Pendrive;4774.53;2;2024-05-10;VND108056;105
Webcam;2927.83;5;2024-08-02;VND108057;101
Mouse;3445.06;9;2024-05-18;VND108058;103
Webcam;3698.89;10;2024-05-12;VND108059;105
Mouse;151.43;3;2025-03-02;VND108060;105
Headset;2296.11;8;2024-06-17;VND108061;104
Monitor;1119.06;5;2024-03-26;VND108062;105
Mesa Escritório;2002.97;8;2024-10-27;VND108063;102
Impressora;4200.63;7;2024-07-13;VND108064;101
Mesa Escritório;152.21;4;2025-01-07;VND108065;103
Pendrive;3600.57;3;2024-11-26;VND108066;103
Notebook;4560.17;9;2024-05-17;VND108067;104
Headset;3313.67;2;2024-04-10;VND108068;104
Pendrive;1369.16;6;2024-06-02;VND108069;105
Cadeira Gamer;1631.28;8;2024-04-15;VND108070;103
Mesa Escritório;3727.64;8;2024-10-20;VND108071;103
Impressora;1072.38;6;2024-03-28;VND108072;101
Webcam;4250.94;9;2025-01-30;VND108073;102
Headset;2509.87;6;2024-09-22;VND108074;104
Teclado;4319.25;5;2024-08-31;VND108075;102
Mouse;2403.19;4;2024-05-21;VND108076;102
Mesa Escritório;2232.2;7;2024-08-09;VND108077;101
Mouse;3484.46;1;2024-10-05;VND108078;102
Webcam;560.6;1;2024-08-15;VND108079;101
Mesa Escritório;1001.65;5;2025-01-29;VND108080;104
Notebook;4372.44;10;2025-01-07;VND108081;103
Pendrive;2522.37;8;2024-11-28;VND108082;105
Impressora;2128.54;1;2024-11-15;VND108083;103
Impressora;169.32;3;2025-02-22;VND108084;102
Mouse;1047.46;4;2024-07-22;VND108085;102
Impressora;4041.78;4;2024-08-31;VND108086;105
Webcam;2882.72;5;2025-02-19;VND108087;105
Headset;2800.77;2;2024-04-03;VND108088;105
Teclado;4272.26;7;2024-05-10;VND108089;101
Teclado;4425.68;9;2025-02-07;VND108090;102
Impressora;4440.44;5;2024-08-26;VND108091;105
Notebook;850.82;10;2024-04-07;VND108092;101
Mouse;4580.53;5;2024-05-30;VND108093;102
Impressora;3776.41;9;2024-09-24;VND108094;102
Webcam;583.35;8;2024-03-16;VND108095;104
Teclado;2731.1;2;2024-06-15;VND108096;105
Headset;2845.08;4;2024-06-26;VND108097;101
Teclado;996.86;1;2024-09-02;VND108098;101
Impressora;2821.48;10;2024-11-19;VND108099;105
Headset;4441.95;6;2024-03-29;VND108100;105
Teclado;1703.54;9;2024-07-08;VND108101;105
Notebook;1389.4;7;2025-01-24;VND108102;101
Notebook;1389.38;2;2024-11-20;VND108103;104
Mesa Escritório;3310.99;10;2024-04-01;VND108104;101
Webcam;129.48;7;2024-11-19;VND108105;103
Mesa Escritório;1273.9;2;2024-08-13;VND108106;104
Webcam;4327.85;5;2025-01-28;VND108107;103
Monitor;1010.66;3;2024-05-29;VND108108;105
Notebook;3150.08;8;2025-02-01;VND108109;103
Headset;853.29;9;2025-01-25;VND108110;101
Headset;2365.23;1;2024-06-15;VND108111;101
Headset;1822.52;9;2025-01-03;VND108112;105
Cadeira Gamer;1445.88;2;2024-12-12;VND108113;102
Teclado;4296.85;9;2024-06-01;VND108114;102
Mouse;1065.06;10;2024-07-18;VND108115;104
Mouse;676.79;2;2025-01-16;VND108116;101
Cadeira Gamer;3525.69;1;2025-02-13;VND108117;103
Mesa Escritório;1558.48;3;2024-04-19;VND108118;101
Cadeira Gamer;3266.08;10;2024-10-17;VND108119;102
Monitor;3867.13;5;2025-01-08;VND108120;102
Cadeira Gamer;2594.64;4;2024-06-09;VND108121;102
Webcam;1555.51;5;2025-02-03;VND108122;105
Teclado;4487.99;7;2024-06-04;VND108123;104
Notebook;3475.63;8;2024-07-23;VND108124;103
Pendrive;4590.35;9;2024-11-01;VND108125;103
Mouse;4452.29;10;2024-05-26;VND108126;104
Webcam;1537.98;3;2024-07-15;VND108127;102
Mouse;1607.92;6;2024-05-07;VND108128;101
Impressora;4119.56;5;2024-07-11;VND108129;105
Notebook;4953.08;2;2025-03-09;VND108130;101
Mouse;2892.03;9;2024-04-19;VND108131;101
Webcam;3549.44;2;2024-06-12;VND108132;104
Monitor;3933.56;7;2024-08-08;VND108133;104
Notebook;4518.89;9;2025-01-16;VND108134;105
Notebook;3825.21;7;2024-11-24;VND108135;101
Webcam;3169.39;6;2025-01-04;VND108136;103
Monitor;1565.4;10;2025-02-24;VND108137;102
Teclado;1516.19;6;2024-06-23;VND108138;104
Mouse;2808.67;4;2024-05-15;VND108139;105
Pendrive;1900.22;1;2025-02-10;VND108140;104
Impressora;629.31;2;2024-06-06;VND108141;103
Headset;3325.01;1;2024-10-11;VND108142;101
Pendrive;3642.16;3;2025-03-15;VND108143;101
Notebook;4701.57;2;2024-06-17;VND108144;101
Mouse;716.01;3;2024-12-03;VND108145;105
Teclado;4328.97;3;2025-03-05;VND108146;103
Mouse;4886.87;9;2024-05-20;VND108147;105
Pendrive;1855.69;9;2024-11-18;VND108148;104
Headset;4962.55;10;2025-03-04;VND108149;104
Impressora;2026.23;9;2024-11-16;VND108150;103
Cadeira Gamer;4948.87;9;2024-07-25;VND108151;104
Mesa Escritório;4028.89;1;2025-01-23;VND108152;102
Headset;730.72;10;2024-07-11;VND108153;105
Monitor;528.26;4;2025-02-26;VND108154;105
Monitor;4308.59;1;2024-09-06;VND108155;101
Notebook;4550.62;3;2024-12-23;VND108156;104
Notebook;2225.36;7;2024-10-08;VND108157;103
Mesa Escritório;3710.47;1;2024-06-23;VND108158;104
Impressora;2013.98;7;2024-05-20;VND108159;105
Pendrive;1603.1;10;2025-01-06;VND108160;105
Impressora;2283.49;1;2025-02-01;VND108161;101
Mesa Escritório;4519.61;6;2025-01-06;VND108162;101
Mouse;2471.04;10;2024-07-06;VND108163;101
Teclado;4992.94;6;2025-03-12;VND108164;102
Webcam;1046.39;2;2024-08-11;VND108165;105
Pendrive;4388.57;1;2024-06-01;VND108166;103
Teclado;1583.41;4;2024-12-07;VND108167;102
Cadeira Gamer;2304.05;8;2024-11-29;VND108168;105
Monitor;3671.65;6;2024-11-01;VND108169;105
Mesa Escritório;2649.7;5;2024-07-29;VND108170;103
Notebook;2531.04;1;2024-12-24;VND108171;104
Headset;2925.21;9;2024-07-13;VND108172;102
Mesa Escritório;4629.84;3;2024-06-04;VND108173;104
Headset;4974.48;8;2024-10-30;VND108174;105
Teclado;4347.9;7;2025-02-21;VND108175;104
Impressora;1187.65;5;2024-07-16;VND108176;103
Teclado;1471.0;5;2024-03-28;VND108177;101
Headset;3286.84;5;2024-05-24;VND108178;103
Headset;1082.63;10;2024-04-23;VND108179;105
Monitor;4714.55;1;2024-07-22;VND108180;105
Webcam;3493.6;8;2024-09-06;VND108181;105
Pendrive;1112.18;5;2024-10-10;VND108182;102
Pendrive;4352.09;8;2024-05-19;VND108183;105
Mouse;2862.04;7;2024-09-20;VND108184;101
Pendrive;1066.55;10;2024-08-18;VND108185;104
Webcam;4948.97;8;2024-11-22;VND108186;101
Notebook;4423.16;1;2024-12-04;VND108187;104
Mesa Escritório;3114.67;10;2024-10-20;VND108188;104
Mouse;4219.81;5;2024-11-23;VND108189;102
Teclado;1003.58;9;2024-09-18;VND108190;102
Cadeira Gamer;2574.42;8;2024-09-16;VND108191;103
Cadeira Gamer;1936.67;9;2024-05-08;VND108192;105
Teclado;3544.8;10;2024-12-09;VND108193;105
Monitor;132.29;10;2024-10-01;VND108194;104
Teclado;1552.27;2;2024-07-24;VND108195;104
Mouse;867.89;7;2024-09-04;VND108196;104
Cadeira Gamer;4887.62;8;2024-11-10;VND108197;101
Teclado;3939.65;2;2024-06-06;VND108198;104
Mouse;301.18;2;2024-07-12;VND108199;104
Notebook;1091.53;8;2024-03-19;VND108200;102
Impressora;637.81;4;2024-09-20;VND108201;102
Webcam;3204.56;6;2025-02-04;VND108202;105
Teclado;2051.7;4;2024-05-11;VND108203;104
Notebook;1855.32;10;2024-05-01;VND108204;105
Cadeira Gamer;4962.02;4;2024-10-30;VND108205;102
Webcam;543.67;8;2024-05-05;VND108206;103
Headset;4572.23;7;2024-10-30;VND108207;105
Cadeira Gamer;3585.18;10;2025-01-20;VND108208;101
Notebook;3745.17;1;2024-07-25;VND108209;105
Mouse;2824.28;1;2024-10-21;VND108210;103
Notebook;653.35;8;2025-03-01;VND108211;102
Teclado;3590.45;2;2025-01-26;VND108212;103
Notebook;1274.75;2;2024-07-25;VND108213;104
Mesa Escritório;1767.98;9;2024-05-28;VND108214;101
Pendrive;436.74;5;2024-03-27;VND108215;103
Notebook;3696.23;9;2024-10-21;VND108216;102
Webcam;726.61;3;2025-03-04;VND108217;102
Mouse;2518.09;8;2025-03-15;VND108218;103
Webcam;652.3;1;2024-06-23;VND108219;104
Webcam;4836.46;2;2025-02-07;VND108220;104
Monitor;4173.17;10;2025-01-11;VND108221;101
Mouse;3412.48;9;2024-04-02;VND108222;104
Notebook;3903.82;5;2024-11-07;VND108223;102
Teclado;1588.5;6;2024-04-16;VND108224;104
Mesa Escritório;4078.16;5;2025-02-12;VND108225;103
Monitor;4697.18;7;2024-12-23;VND108226;101
Headset;4775.42;2;2025-03-08;VND108227;103
Monitor;152.82;10;2024-12-08;VND108228;101
Cadeira Gamer;262.93;3;2024-11-09;VND108229;103
Webcam;4558.36;2;2024-12-20;VND108230;101
Cadeira Gamer;539.21;8;2024-07-02;VND108231;104
Pendrive;4090.59;10;2024-10-29;VND108232;105
Webcam;2828.52;7;2024-10-08;VND108233;105
Monitor;3759.5;4;2024-11-03;VND108234;105
Headset;4263.72;8;2024-08-14;VND108235;104
Pendrive;1350.82;2;2024-08-15;VND108236;103
Notebook;4614.86;6;2024-11-05;VND108237;104
Impressora;760.68;7;2024-06-05;VND108238;105
Cadeira Gamer;4877.87;4;2025-01-05;VND108239;102
Mesa Escritório;4104.75;1;2024-07-05;VND108240;104
Notebook;493.46;7;2024-11-15;VND108241;101
Notebook;385.3;2;2024-07-16;VND108242;102
Teclado;1648.31;1;2024-12-07;VND108243;105
Monitor;3920.61;10;2024-11-01;VND108244;103
Pendrive;4970.05;2;2024-07-23;VND108245;104
Mouse;2199.74;5;2025-01-05;VND108246;103
Notebook;3714.81;9;2024-03-25;VND108247;101
Pendrive;3826.88;1;2024-12-14;VND108248;105
Mesa Escritório;4689.17;3;2025-02-28;VND108249;104
Webcam;4048.12;8;2024-08-23;VND108250;102
Teclado;2064.78;8;2024-12-22;VND108251;102
Mouse;1072.3;4;2024-08-01;VND108252;101
Pendrive;1647.31;1;2024-05-25;VND108253;101
Monitor;519.13;9;2024-05-08;VND108254;104
Mouse;1830.06;10;2024-10-19;VND108255;105
Monitor;882.09;4;2024-07-12;VND108256;104
Cadeira Gamer;3970.05;4;2024-04-25;VND108257;101
Impressora;3325.31;3;2024-09-28;VND108258;103
Teclado;2413.73;8;2024-05-04;VND108259;102
Headset;137.28;2;2024-11-15;VND108260;103
Cadeira Gamer;2522.51;7;2024-12-22;VND108261;103
Impressora;4765.54;3;2024-03-24;VND108262;101
Headset;848.28;10;2025-02-03;VND108263;102
Notebook;1327.7;3;2024-07-19;VND108264;105
Mouse;805.21;6;2024-05-23;VND108265;105
Mesa Escritório;4497.84;4;2024-11-18;VND108266;101
Notebook;1890.06;1;2024-11-21;VND108267;102
Headset;3526.74;2;2025-03-13;VND108268;103
Cadeira Gamer;3039.47;2;2024-11-04;VND108269;103
Pendrive;1408.57;6;2024-09-04;VND108270;104
Monitor;2212.62;1;2024-07-31;VND108271;104
Webcam;4976.39;2;2024-09-20;VND108272;105
Impressora;2959.28;10;2025-03-01;VND108273;102
Notebook;1627.98;9;2024-10-31;VND108274;103
Cadeira Gamer;4328.17;5;2024-06-24;VND108275;104
Cadeira Gamer;1752.09;10;2024-08-18;VND108276;102
Webcam;1615.45;9;2024-05-16;VND108277;105
Cadeira Gamer;294.34;6;2024-04-01;VND108278;101
Notebook;2859.64;5;2025-02-01;VND108279;103
Headset;1834.24;4;2024-04-05;VND108280;105
Monitor;375.57;1;2024-09-07;VND108281;104
Mouse;2264.48;9;2024-06-02;VND108282;103
Notebook;1187.29;10;2025-03-01;VND108283;105
Mesa Escritório;3373.33;10;2024-08-07;VND108284;104
Mesa Escritório;4130.42;7;2024-05-09;VND108285;102
Impressora;1677.09;2;2024-08-23;VND108286;103
Notebook;282.02;10;2024-06-23;VND108287;101
Impressora;4268.93;9;2024-11-11;VND108288;104
Cadeira Gamer;3135.02;6;2024-06-17;VND108289;104
Notebook;4491.22;8;2025-01-15;VND108290;101
Impressora;4179.57;2;2024-06-06;VND108291;105
Notebook;994.08;5;2024-06-11;VND108292;104
Teclado;4533.11;7;2025-03-06;VND108293;104
Mouse;4141.37;3;2025-02-06;VND108294;101
Headset;4803.03;2;2024-07-09;VND108295;103
Impressora;535.7;3;2025-02-16;VND108296;102
Notebook;2036.22;4;2024-05-10;VND108297;101
Impressora;181.4;2;2025-01-30;VND108298;101
Monitor;693.6;10;2024-10-28;VND108299;104
Cadeira Gamer;1533.32;9;2024-08-19;VND108300;105
Headset;958.65;9;2024-08-15;VND108301;104
Mouse;3397.72;5;2024-08-27;VND108302;105
Teclado;3351.84;1;2024-10-25;VND108303;105
Mouse;3649.27;4;2024-08-08;VND108304;102
Cadeira Gamer;955.82;3;2024-10-02;VND108305;105
Pendrive;3798.67;7;2025-02-02;VND108306;104
Mesa Escritório;1480.82;1;2024-12-13;VND108307;103
Cadeira Gamer;1605.26;7;2024-06-24;VND108308;105
Webcam;2906.62;3;2024-04-20;VND108309;104
Mesa Escritório;3226.56;1;2025-02-08;VND108310;101
Cadeira Gamer;133.73;1;2024-04-09;VND108311;102
Impressora;435.02;6;2024-10-20;VND108312;102
Impressora;4278.24;3;2024-06-06;VND108313;104
Pendrive;4544.24;10;2024-08-13;VND108314;105
Impressora;2516.44;10;2024-04-13;VND108315;104
Teclado;3599.23;7;2024-07-01;VND108316;104
Webcam;530.64;2;2025-01-21;VND108317;104
Mesa Escritório;482.19;6;2024-10-06;VND108318;102
Mesa Escritório;254.23;10;2025-02-17;VND108319;105
Monitor;316.52;10;2024-05-25;VND108320;101
Monitor;3483.25;4;2024-11-29;VND108321;105
Pendrive;4413.32;4;2025-01-10;VND108322;104
Impressora;1156.0;6;2024-04-26;VND108323;104
Monitor;3134.88;5;2025-01-20;VND108324;105
Mouse;1969.56;8;2024-05-31;VND108325;105
Cadeira Gamer;877.3;6;2024-08-21;VND108326;105
Mouse;811.83;10;2025-01-28;VND108327;102
Mesa Escritório;2938.74;3;2024-09-22;VND108328;105
Pendrive;748.15;4;2024-11-05;VND108329;103
Teclado;2647.17;4;2025-01-21;VND108330;104
Mesa Escritório;2544.36;3;2025-01-05;VND108331;101
Webcam;3502.71;3;2024-12-10;VND108332;104
Notebook;431.37;2;2024-04-19;VND108333;102
Monitor;1059.47;5;2024-12-13;VND108334;101
Pendrive;3872.24;1;2024-04-25;VND108335;105
Notebook;2945.73;1;2025-02-21;VND108336;101
Webcam;1083.74;9;2025-01-15;VND108337;104
Monitor;2134.64;2;2024-06-08;VND108338;103
Monitor;4635.99;2;2024-12-14;VND108339;104
Pendrive;2261.45;8;2024-04-17;VND108340;104
Mouse;1941.43;1;2024-07-14;VND108341;102
